Vendedor,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta
Joaquín,2195,2006-02-22,Casa,Venta,Lleida,168,850752,2006-07-12
Jesús,2197,2006-02-22,Oficina,Venta,Lleida,160,800160,2006-10-12
Pedro,2198,2006-02-22,Local,Venta,Barcelona,110,704770,2007-01-17
Pedro,2199,2006-02-22,Industrial,Venta,Tarragona,193,982563,2006-05-26
María,2200,2006-02-23,Casa,Venta,Girona,272,1586032,2007-01-23
Luisa,2201,2006-02-24,Industrial,Alquiler,Barcelona,257,1598283,2007-02-03
Pedro,2202,2006-02-24,Parking,Venta,Barcelona,135,764505,2006-06-10
Joaquín,2205,2006-02-27,Industrial,Venta,Lleida,166,685082,2007-02-02
Pedro,2206,2006-02-28,Casa,Venta,Girona,121,1002122,2006-07-13
Carmen,2207,2006-02-28,Casa,Venta,Barcelona,281,2577332,2006-07-03
Joaquín,2208,2006-02-28,Industrial,Venta,Tarragona,100,888900,2006-08-02
Joaquín,2209,2006-03-01,Oficina,Venta,Tarragona,296,1761200,2007-02-13
Pedro,2210,2006-03-01,Local,Alquiler,Lleida,240,1706400,2006-08-29
María,2211,2006-03-01,Local,Venta,Lleida,146,1095146,2006-10-21
Jesús,2212,2006-03-01,Local,Venta,Barcelona,287,1351196,2006-06-18
Carmen,2214,2006-03-02,Industrial,Venta,Girona,249,1882440,2006-12-16
Luisa,2215,2006-03-02,Suelo,Alquiler,Lleida,141,659316,2006-10-14
Carmen,2216,2006-03-03,Casa,Alquiler,Girona,125,657500,2007-03-02
María,2217,2006-03-03,Local,Venta,Tarragona,130,703950,2006-10-28
Luisa,2218,2006-03-03,Casa,Alquiler,Barcelona,243,1918728,2006-07-26
Jesús,2221,2006-03-04,Parking,Alquiler,Girona,269,1908286,2007-01-29
María,2222,2006-03-04,Industrial,Venta,Girona,201,1929198,2006-08-16
Jesús,2224,2006-03-05,Parking,Venta,Barcelona,293,1996209,2006-07-26
Luisa,2225,2006-03-05,Suelo,Venta,Tarragona,243,1552041,2006-12-03
Luisa,2226,2006-03-05,Oficina,Alquiler,Girona,177,980934,2006-09-11
Pedro,2227,2006-03-06,Casa,Venta,Girona,131,732028,2006-07-04
Pedro,2228,2006-03-06,Suelo,Venta,Tarragona,176,1463264,2006-12-21
Pedro,2229,2006-03-06,Local,Alquiler,Lleida,126,1177722,2007-02-14
María,2230,2006-03-06,Local,Alquiler,Girona,143,1205347,2006-12-22
Luisa,2231,2006-03-07,Industrial,Alquiler,Girona,223,1510825,2006-06-19
Luisa,2232,2006-03-07,Parking,Venta,Barcelona,227,2257515,2007-02-06
Pedro,2233,2006-03-07,Suelo,Alquiler,Girona,162,1202850,2006-11-30
Carmen,2234,2006-03-08,Oficina,Alquiler,Barcelona,177,1191033,2006-06-27
Carmen,2236,2006-03-08,Piso,Venta,Tarragona,138,1343844,2007-01-01
María,2237,2006-03-08,Industrial,Venta,Tarragona,248,1460224,2007-01-26
Luisa,2238,2006-03-08,Casa,Alquiler,Lleida,217,1659833,2007-03-01
Joaquín,2239,2006-03-09,Oficina,Alquiler,Tarragona,272,1705712,2006-06-19
Joaquín,2241,2006-03-11,Suelo,Alquiler,Girona,258,1930614,2006-07-07
Joaquín,2244,2006-03-12,Casa,Alquiler,Girona,150,1159650,2006-09-22
Pedro,2245,2006-03-13,Parking,Alquiler,Barcelona,182,1489124,2007-02-22
Luisa,2246,2006-03-13,Industrial,Alquiler,Girona,240,2175360,2006-09-07
Joaquín,2247,2006-03-13,Industrial,Alquiler,Tarragona,214,1331936,2006-12-04
Carmen,2248,2006-03-13,Casa,Venta,Barcelona,143,616044,2007-01-19
María,2249,2006-03-14,Suelo,Venta,Girona,229,1243699,2007-02-11
Pedro,2251,2006-03-15,Casa,Alquiler,Girona,283,1219730,2006-07-26
Carmen,2253,2006-03-16,Piso,Venta,Tarragona,258,1646556,2006-11-30
María,2255,2006-03-16,Oficina,Alquiler,Lleida,178,1171418,2006-12-05
Joaquín,2256,2006-03-17,Industrial,Alquiler,Barcelona,121,764115,2006-11-19
Jesús,2257,2006-03-17,Piso,Alquiler,Girona,196,1611708,2007-01-08
Carmen,2259,2006-03-19,Oficina,Alquiler,Girona,286,1413698,2007-03-15
Luisa,2262,2006-03-20,Piso,Venta,Tarragona,199,1685729,2006-12-27
Carmen,2263,2006-03-20,Casa,Alquiler,Tarragona,220,1550780,2006-10-21
Pedro,2264,2006-03-20,Industrial,Alquiler,Lleida,274,1456858,2006-07-28
Joaquín,2265,2006-03-21,Local,Alquiler,Tarragona,149,948832,2007-01-14
Luisa,2266,2006-03-21,Oficina,Venta,Girona,290,2797050,2006-10-02
Jesús,2267,2006-03-21,Local,Venta,Barcelona,151,776442,2006-08-21
María,2269,2006-03-23,Industrial,Venta,Tarragona,185,867465,2007-02-05
Jesús,2270,2006-03-23,Oficina,Venta,Girona,202,823150,2007-01-31
Jesús,2271,2006-03-23,Local,Alquiler,Girona,225,1501650,2006-06-22
Carmen,2272,2006-03-24,Local,Alquiler,Tarragona,191,926350,2006-09-22
Pedro,2273,2006-03-25,Piso,Alquiler,Tarragona,150,1396200,2006-07-31
María,2274,2006-03-26,Parking,Alquiler,Lleida,114,978120,2007-01-19
Joaquín,2275,2006-03-26,Suelo,Venta,Tarragona,114,461130,2006-12-26
Joaquín,2276,2006-03-26,Casa,Alquiler,Barcelona,235,2145315,2007-02-09
Carmen,2277,2006-03-26,Oficina,Venta,Girona,263,2034042,2006-09-08
Pedro,2278,2006-03-26,Oficina,Alquiler,Tarragona,294,2427558,2007-01-30
Carmen,2280,2006-03-28,Parking,Alquiler,Tarragona,290,1442460,2007-01-28
María,2281,2006-03-28,Suelo,Alquiler,Barcelona,254,1558036,2007-03-15
María,2285,2006-03-30,Piso,Venta,Girona,203,875336,2006-08-28
Joaquín,2286,2006-03-30,Local,Venta,Lleida,108,780516,2006-10-07
Carmen,2287,2006-03-30,Suelo,Venta,Tarragona,230,1690730,2006-11-15
Joaquín,2288,2006-03-30,Industrial,Venta,Girona,134,780148,2006-08-23
María,2289,2006-03-31,Industrial,Venta,Barcelona,111,882783,2006-09-07
Joaquín,2291,2006-03-31,Piso,Venta,Girona,283,1227937,2006-12-31
Joaquín,2292,2006-03-31,Suelo,Venta,Barcelona,295,1490930,2007-03-14
Carmen,2293,2006-04-01,Local,Venta,Tarragona,102,828138,2006-11-12
Luisa,2294,2006-04-01,Suelo,Venta,Tarragona,112,485520,2006-12-08
Jesús,2295,2006-04-01,Local,Venta,Barcelona,155,1425690,2006-11-08
Jesús,2296,2006-04-01,Casa,Alquiler,Tarragona,118,746940,2006-11-25
Joaquín,2297,2006-04-01,Casa,Alquiler,Lleida,164,771292,2006-09-22
Jesús,2298,2006-04-01,Oficina,Venta,Tarragona,118,733134,2007-01-21
María,2300,2006-04-02,Oficina,Venta,Tarragona,128,1213312,2006-11-02
Jesús,2301,2006-04-02,Casa,Alquiler,Tarragona,190,1760920,2006-10-22
Jesús,2302,2006-04-03,Suelo,Alquiler,Tarragona,123,978588,2006-08-09
María,2304,2006-04-04,Local,Venta,Barcelona,185,779220,2006-10-26
Carmen,2305,2006-04-04,Casa,Alquiler,Barcelona,180,1071720,2007-03-31
Jesús,2306,2006-04-04,Piso,Venta,Lleida,150,1267950,2006-09-15
María,2307,2006-04-05,Local,Alquiler,Tarragona,154,1405404,2006-09-08
Carmen,2308,2006-04-05,Local,Alquiler,Lleida,261,2598516,2006-08-29
Joaquín,2309,2006-04-05,Parking,Venta,Tarragona,298,2236490,2007-01-07
Jesús,2312,2006-04-07,Parking,Alquiler,Girona,261,1189377,2006-09-19
Carmen,2314,2006-04-07,Suelo,Alquiler,Barcelona,234,1475136,2006-09-18
Carmen,2316,2006-04-07,Parking,Venta,Girona,181,1789185,2007-01-27
Carmen,2317,2006-04-08,Parking,Venta,Tarragona,151,737635,2007-03-12
Jesús,2318,2006-04-08,Suelo,Venta,Tarragona,179,809080,2006-09-01
Carmen,2320,2006-04-09,Oficina,Alquiler,Tarragona,113,704894,2007-01-27
Luisa,2323,2006-04-09,Local,Venta,Tarragona,141,1058628,2007-01-29
Joaquín,2324,2006-04-10,Piso,Venta,Girona,182,1400308,2007-01-07
Carmen,2327,2006-04-11,Industrial,Venta,Tarragona,161,1240827,2007-03-05
María,2328,2006-04-11,Local,Alquiler,Barcelona,130,1276600,2007-01-04
Pedro,2329,2006-04-12,Local,Venta,Tarragona,188,1772840,2006-12-08
Carmen,2330,2006-04-12,Parking,Alquiler,Tarragona,124,1026596,2007-03-28
Joaquín,2331,2006-04-12,Parking,Venta,Lleida,224,1901536,2007-03-23
Joaquín,2332,2006-04-12,Industrial,Venta,Lleida,180,984780,2006-09-01
Joaquín,2333,2006-04-13,Industrial,Venta,Lleida,135,973890,2007-01-09
María,2334,2006-04-13,Industrial,Venta,Barcelona,288,1781568,2006-09-24
Luisa,2335,2006-04-14,Oficina,Venta,Girona,265,1944570,2006-09-27
Carmen,2336,2006-04-14,Industrial,Alquiler,Barcelona,189,1192401,2007-03-20
Pedro,2337,2006-04-14,Local,Venta,Barcelona,193,1826938,2006-09-12
Jesús,2338,2006-04-15,Industrial,Alquiler,Girona,154,960960,2007-03-23
Carmen,2339,2006-04-16,Local,Venta,Lleida,211,958151,2007-02-01
Pedro,2340,2006-04-16,Casa,Venta,Tarragona,196,1670116,2006-09-19
Carmen,2341,2006-04-17,Piso,Venta,Girona,220,1282820,2006-11-25
María,2342,2006-04-17,Suelo,Venta,Lleida,244,1386164,2007-03-27
Luisa,2343,2006-04-18,Piso,Alquiler,Lleida,166,971100,2007-03-02
Luisa,2344,2006-04-20,Oficina,Alquiler,Girona,120,1085160,2006-08-14
Luisa,2346,2006-04-21,Industrial,Venta,Lleida,143,1258972,2006-12-03
Carmen,2347,2006-04-21,Oficina,Venta,Girona,205,886215,2006-12-05
Luisa,2348,2006-04-21,Suelo,Alquiler,Lleida,121,652190,2006-12-09
María,2349,2006-04-22,Casa,Venta,Girona,107,668322,2007-04-13
María,2352,2006-04-22,Local,Venta,Tarragona,252,1690164,2006-11-16
Joaquín,2353,2006-04-22,Oficina,Venta,Barcelona,160,745600,2007-01-06
Luisa,2355,2006-04-22,Casa,Venta,Barcelona,289,1504823,2006-10-31
Jesús,2356,2006-04-23,Parking,Venta,Girona,199,1777866,2006-12-23
Carmen,2358,2006-04-23,Suelo,Venta,Girona,287,1567020,2006-08-17
Carmen,2359,2006-04-25,Suelo,Alquiler,Girona,193,1363352,2007-04-02
Luisa,2360,2006-04-25,Piso,Alquiler,Tarragona,212,1203524,2007-04-14
Luisa,2361,2006-04-26,Local,Venta,Barcelona,218,2136182,2007-01-14
Pedro,2362,2006-04-26,Industrial,Alquiler,Tarragona,187,1359677,2007-02-12
Joaquín,2363,2006-04-27,Parking,Alquiler,Tarragona,286,2398682,2006-08-06
Luisa,2365,2006-04-28,Local,Alquiler,Tarragona,279,1794807,2006-11-18
Jesús,2366,2006-04-28,Parking,Alquiler,Tarragona,270,1716390,2006-11-22
María,2367,2006-04-29,Local,Venta,Tarragona,243,2047761,2006-10-12
Jesús,2368,2006-04-29,Casa,Venta,Lleida,134,1024698,2006-11-09
Joaquín,2370,2006-04-29,Piso,Alquiler,Lleida,132,580800,2007-03-13
Luisa,2371,2006-04-29,Suelo,Venta,Lleida,270,2364390,2007-04-02
María,2372,2006-04-30,Local,Alquiler,Girona,220,1548800,2006-10-04
Joaquín,2373,2006-04-30,Piso,Venta,Barcelona,200,1996000,2006-08-05
Carmen,2374,2006-05-01,Piso,Venta,Lleida,239,1264310,2007-02-15
María,2375,2006-05-01,Local,Venta,Girona,138,686826,2007-04-30
Luisa,2376,2006-05-01,Casa,Alquiler,Tarragona,296,2813776,2006-10-22
Pedro,2377,2006-05-01,Parking,Alquiler,Girona,123,984369,2007-03-23
Jesús,2378,2006-05-02,Local,Venta,Barcelona,292,1538256,2007-05-01
Carmen,2379,2006-05-02,Piso,Venta,Barcelona,233,1220454,2007-04-18
Joaquín,2380,2006-05-02,Piso,Alquiler,Tarragona,238,1953742,2006-12-19
María,2381,2006-05-02,Parking,Venta,Girona,205,1921260,2006-12-17
María,2382,2006-05-03,Casa,Venta,Barcelona,148,749472,2006-10-26
Carmen,2383,2006-05-03,Industrial,Alquiler,Girona,250,1002500,2007-01-16
Carmen,2385,2006-05-03,Industrial,Alquiler,Barcelona,188,1769644,2007-02-23
María,2386,2006-05-03,Piso,Alquiler,Lleida,144,1211184,2007-02-27
Luisa,2387,2006-05-04,Casa,Venta,Girona,294,1784580,2007-01-28
Carmen,2388,2006-05-05,Parking,Venta,Lleida,106,594130,2006-12-03
Luisa,2389,2006-05-05,Local,Alquiler,Girona,250,2281250,2007-03-08
Luisa,2390,2006-05-05,Casa,Venta,Lleida,290,1853390,2007-05-01
Luisa,2391,2006-05-08,Casa,Alquiler,Barcelona,257,1591344,2007-01-19
Carmen,2393,2006-05-09,Piso,Alquiler,Tarragona,283,2072692,2006-10-02
Carmen,2394,2006-05-09,Industrial,Venta,Girona,171,708795,2007-04-07
Luisa,2395,2006-05-10,Piso,Alquiler,Tarragona,300,2585100,2006-10-15
Joaquín,2396,2006-05-11,Local,Venta,Barcelona,170,1602930,2006-11-05
Jesús,2397,2006-05-12,Parking,Alquiler,Barcelona,236,2001280,2007-03-04
Jesús,2399,2006-05-12,Piso,Venta,Tarragona,106,729280,2007-03-22
Pedro,2400,2006-05-12,Suelo,Alquiler,Lleida,104,831896,2007-02-22
María,2401,2006-05-13,Local,Venta,Girona,216,2144448,2007-01-26
Luisa,2403,2006-05-13,Oficina,Alquiler,Lleida,275,1819950,2006-11-11
Luisa,2404,2006-05-13,Oficina,Venta,Girona,221,1356498,2006-10-10
Pedro,2405,2006-05-14,Parking,Alquiler,Barcelona,210,1371720,2007-03-26
Luisa,2406,2006-05-14,Suelo,Alquiler,Tarragona,197,1840571,2006-10-10
Jesús,2407,2006-05-14,Local,Venta,Barcelona,139,560170,2006-08-27
María,2408,2006-05-14,Piso,Alquiler,Tarragona,199,817094,2006-10-12
Carmen,2409,2006-05-14,Suelo,Alquiler,Lleida,195,1790490,2006-12-16
Joaquín,2411,2006-05-15,Industrial,Venta,Tarragona,201,1163388,2007-01-24
Joaquín,2412,2006-05-16,Local,Alquiler,Girona,277,1802993,2007-03-01
Joaquín,2413,2006-05-16,Suelo,Alquiler,Tarragona,123,499380,2006-08-17
Pedro,2414,2006-05-16,Oficina,Alquiler,Lleida,257,2203004,2006-11-15
María,2415,2006-05-16,Oficina,Venta,Girona,295,2200405,2007-03-24
Jesús,2416,2006-05-16,Suelo,Venta,Girona,179,832529,2006-09-29
María,2417,2006-05-17,Local,Venta,Girona,184,1113016,2007-01-15
María,2418,2006-05-18,Industrial,Alquiler,Girona,167,853370,2006-09-22
Luisa,2419,2006-05-18,Oficina,Alquiler,Lleida,176,1214576,2006-10-08
Luisa,2420,2006-05-18,Piso,Alquiler,Lleida,149,1099024,2006-10-01
Luisa,2422,2006-05-19,Industrial,Venta,Tarragona,280,2370200,2007-02-04
Carmen,2423,2006-05-20,Oficina,Alquiler,Girona,156,1294176,2006-10-05
Jesús,2424,2006-05-20,Oficina,Alquiler,Barcelona,225,1752975,2006-09-22
Joaquín,2425,2006-05-20,Suelo,Venta,Barcelona,285,2603190,2006-11-15
Jesús,2426,2006-05-20,Suelo,Venta,Girona,247,2320565,2007-05-01
Luisa,2427,2006-05-21,Parking,Venta,Barcelona,213,928041,2006-12-10
María,2428,2006-05-21,Industrial,Alquiler,Lleida,277,2268076,2007-01-25
,2429,2006-05-21,Casa,Venta,Girona,273,2682225,
Pedro,2430,2006-05-21,Casa,Venta,Girona,245,2037420,2007-04-04
Luisa,2431,2006-05-22,Suelo,Venta,Lleida,271,2303500,2007-01-22
Carmen,2432,2006-05-22,Local,Alquiler,Barcelona,232,1699168,2006-08-27
Carmen,2433,2006-05-22,Piso,Venta,Girona,203,1315846,2007-02-27
Pedro,2434,2006-05-23,Casa,Alquiler,Tarragona,202,1112010,2007-01-29
Joaquín,2435,2006-05-24,Parking,Alquiler,Lleida,125,822625,2007-01-31
Jesús,2437,2006-05-25,Casa,Alquiler,Tarragona,195,1927770,2007-01-10
Carmen,2438,2006-05-26,Piso,Venta,Lleida,129,818505,2006-08-30
Luisa,2440,2006-05-26,Industrial,Alquiler,Girona,278,2336590,2006-12-26
María,2441,2006-05-27,Piso,Alquiler,Barcelona,207,1381104,2007-04-30
,2443,2006-05-27,Piso,Alquiler,Girona,233,1682260,
Joaquín,2444,2006-05-28,Oficina,Alquiler,Tarragona,106,795318,2006-09-11
Carmen,2445,2006-05-28,Parking,Alquiler,Lleida,194,1466058,2007-01-29
Luisa,2446,2006-05-28,Piso,Alquiler,Girona,253,1162788,2007-01-22
Pedro,2447,2006-05-28,Piso,Venta,Girona,106,922200,2007-03-16
Joaquín,2449,2006-05-29,Suelo,Venta,Barcelona,228,2203620,2007-03-29
Carmen,2450,2006-05-29,Parking,Venta,Girona,202,1524898,2006-12-28
Pedro,2453,2006-05-30,Local,Venta,Tarragona,181,1438226,2006-12-27
María,2455,2006-05-31,Casa,Venta,Tarragona,190,1410370,2006-11-01
Joaquín,2456,2006-05-31,Casa,Venta,Barcelona,156,916500,2006-09-11
Luisa,2457,2006-06-01,Piso,Venta,Lleida,234,1305720,2006-08-31
Carmen,2458,2006-06-01,Casa,Alquiler,Tarragona,167,685368,2007-01-13
María,2459,2006-06-01,Casa,Venta,Lleida,270,1097010,2007-04-02
Luisa,2460,2006-06-02,Casa,Alquiler,Barcelona,209,2017268,2007-01-26
Carmen,2461,2006-06-02,Parking,Alquiler,Girona,189,1342278,2006-12-16
María,2462,2006-06-02,Piso,Venta,Lleida,246,1044762,2007-03-22
Luisa,2463,2006-06-03,Piso,Venta,Girona,110,1026300,2007-02-08
Carmen,2464,2006-06-03,Suelo,Venta,Tarragona,262,1843694,2006-12-29
Pedro,2465,2006-06-03,Industrial,Venta,Lleida,122,1107028,2006-11-19
Jesús,2467,2006-06-03,Piso,Venta,Lleida,224,1705760,2007-03-03
Carmen,2469,2006-06-04,Casa,Venta,Barcelona,260,1616680,2007-04-25
María,2470,2006-06-04,Parking,Venta,Girona,129,616878,2006-11-21
Joaquín,2471,2006-06-05,Parking,Alquiler,Tarragona,211,1126951,2006-12-08
Carmen,2472,2006-06-05,Oficina,Venta,Tarragona,166,1068376,2007-03-14
Joaquín,2473,2006-06-05,Parking,Alquiler,Barcelona,173,1251828,2007-03-04
Carmen,2474,2006-06-06,Local,Venta,Lleida,126,1199394,2006-12-08
María,2475,2006-06-06,Piso,Alquiler,Lleida,264,1344024,2007-03-22
Pedro,2476,2006-06-06,Local,Alquiler,Tarragona,170,1397060,2007-04-30
Carmen,2477,2006-06-06,Suelo,Alquiler,Lleida,217,1363411,2006-12-18
Pedro,2478,2006-06-06,Suelo,Venta,Girona,294,2353176,2006-10-26
Jesús,2481,2006-06-06,Oficina,Venta,Lleida,209,1637515,2007-04-12
María,2482,2006-06-06,Industrial,Venta,Barcelona,215,984915,2006-12-07
,2483,2006-06-07,Industrial,Alquiler,Girona,169,1447316,
Luisa,2484,2006-06-07,Local,Alquiler,Lleida,201,1342278,2006-12-03
Carmen,2485,2006-06-07,Industrial,Alquiler,Tarragona,270,2632500,2007-04-18
Joaquín,2486,2006-06-08,Casa,Venta,Girona,115,1147585,2006-11-13
Pedro,2488,2006-06-08,Suelo,Alquiler,Tarragona,255,2380170,2006-09-30
Joaquín,2489,2006-06-09,Suelo,Alquiler,Lleida,267,2211294,2007-05-06
,2490,2006-06-10,Industrial,Alquiler,Tarragona,298,2693026,
Joaquín,2491,2006-06-10,Local,Venta,Girona,160,1368480,2007-01-07
Luisa,2493,2006-06-10,Industrial,Alquiler,Tarragona,119,1149897,2006-10-27
Carmen,2496,2006-06-11,Piso,Venta,Barcelona,149,701492,2006-11-02
Pedro,2497,2006-06-11,Local,Alquiler,Tarragona,133,936187,2007-02-10
Pedro,2498,2006-06-11,Piso,Alquiler,Barcelona,126,1102500,2006-10-13
,2499,2006-06-11,Local,Alquiler,Lleida,275,1443750,
María,2500,2006-06-11,Oficina,Venta,Barcelona,165,1204005,2007-01-23
Jesús,2501,2006-06-11,Casa,Alquiler,Girona,231,2069529,2006-12-24
Pedro,2503,2006-06-13,Parking,Venta,Girona,282,2717634,2006-11-30
,2504,2006-06-13,Local,Venta,Barcelona,245,2090340,
María,2505,2006-06-14,Oficina,Venta,Lleida,239,2235367,2006-10-09
María,2506,2006-06-15,Local,Alquiler,Girona,161,1027180,2006-10-17
,2507,2006-06-15,Oficina,Venta,Lleida,219,958563,
,2508,2006-06-15,Suelo,Venta,Girona,204,1267452,
Joaquín,2509,2006-06-16,Industrial,Alquiler,Tarragona,164,1166860,2007-05-07
María,2510,2006-06-16,Suelo,Venta,Barcelona,146,954986,2007-04-23
Pedro,2512,2006-06-16,Piso,Venta,Tarragona,280,2384480,2007-01-01
Jesús,2513,2006-06-17,Casa,Venta,Barcelona,180,887940,2006-10-12
Jesús,2514,2006-06-17,Industrial,Venta,Lleida,134,1083256,2007-01-05
María,2515,2006-06-17,Local,Alquiler,Lleida,245,2030805,2006-12-11
Jesús,2517,2006-06-18,Local,Alquiler,Girona,297,2162160,2006-12-28
,2518,2006-06-18,Casa,Venta,Tarragona,248,1826024,
Jesús,2520,2006-06-21,Oficina,Venta,Girona,277,2250348,2007-04-21
Joaquín,2521,2006-06-21,Oficina,Venta,Lleida,212,1736068,2006-12-24
Jesús,2523,2006-06-21,Casa,Alquiler,Barcelona,241,1327669,2007-03-10
Carmen,2525,2006-06-22,Casa,Alquiler,Tarragona,246,2198502,2006-11-10
Carmen,2526,2006-06-23,Oficina,Alquiler,Tarragona,178,1010862,2006-11-08
Jesús,2527,2006-06-23,Suelo,Venta,Lleida,298,2458798,2006-12-10
Joaquín,2528,2006-06-24,Suelo,Alquiler,Barcelona,177,718266,2007-03-20
Carmen,2529,2006-06-24,Suelo,Alquiler,Barcelona,281,1521615,2007-04-19
María,2530,2006-06-24,Parking,Alquiler,Barcelona,113,797215,2006-12-03
María,2531,2006-06-25,Casa,Alquiler,Tarragona,213,1253505,2007-02-18
Pedro,2533,2006-06-25,Parking,Alquiler,Lleida,155,912330,2006-11-28
Jesús,2534,2006-06-25,Oficina,Venta,Girona,246,1087812,2006-10-24
,2536,2006-06-27,Piso,Venta,Girona,214,1988702,
Joaquín,2538,2006-06-28,Casa,Venta,Lleida,214,1504420,2006-12-14
,2540,2006-06-30,Suelo,Alquiler,Girona,126,536634,
Pedro,2541,2006-06-30,Suelo,Venta,Lleida,209,1844425,2007-04-10
Joaquín,2542,2006-06-30,Oficina,Venta,Girona,291,2849763,2007-04-28
Joaquín,2544,2006-07-01,Industrial,Alquiler,Barcelona,160,774400,2007-02-07
María,2545,2006-07-01,Industrial,Venta,Girona,212,1691124,2006-10-19
Carmen,2547,2006-07-01,Parking,Alquiler,Lleida,234,1182636,2006-12-04
Luisa,2548,2006-07-02,Industrial,Venta,Girona,195,1576380,2007-04-24
Carmen,2549,2006-07-02,Parking,Alquiler,Tarragona,147,1362984,2007-02-12
María,2550,2006-07-02,Parking,Alquiler,Barcelona,163,1298947,2006-12-23
Carmen,2551,2006-07-02,Suelo,Alquiler,Tarragona,187,1059916,2006-10-03
,2552,2006-07-03,Industrial,Alquiler,Lleida,103,517472,
Carmen,2554,2006-07-04,Industrial,Alquiler,Barcelona,275,2415325,2006-12-17
Luisa,2555,2006-07-04,Casa,Venta,Barcelona,267,2091144,2006-12-24
Joaquín,2556,2006-07-04,Oficina,Venta,Barcelona,250,1298500,2006-11-24
Jesús,2557,2006-07-05,Parking,Alquiler,Barcelona,283,1470185,2006-12-18
Luisa,2558,2006-07-06,Industrial,Alquiler,Barcelona,212,1758964,2007-03-24
,2560,2006-07-07,Piso,Venta,Girona,136,580856,
,2562,2006-07-07,Industrial,Venta,Girona,144,598320,
Joaquín,2563,2006-07-08,Piso,Alquiler,Barcelona,245,1284045,2007-05-07
Jesús,2564,2006-07-08,Local,Venta,Girona,103,766320,2007-04-24
Joaquín,2565,2006-07-08,Local,Alquiler,Barcelona,155,845370,2007-04-13
Jesús,2567,2006-07-09,Suelo,Venta,Barcelona,157,914839,2006-10-21
Luisa,2571,2006-07-10,Suelo,Venta,Tarragona,191,1127473,2007-04-01
,2572,2006-07-10,Industrial,Venta,Tarragona,169,1154101,
Carmen,2573,2006-07-11,Industrial,Venta,Lleida,138,668748,2007-01-19
,2574,2006-07-11,Parking,Venta,Barcelona,256,2470912,
Luisa,2576,2006-07-13,Suelo,Venta,Barcelona,167,888941,2007-04-19
Carmen,2577,2006-07-13,Piso,Alquiler,Lleida,290,2702220,2007-03-16
Pedro,2578,2006-07-14,Piso,Alquiler,Tarragona,139,879870,2007-02-21
Luisa,2579,2006-07-16,Parking,Alquiler,Girona,274,2189534,2006-11-17
Pedro,2581,2006-07-16,Oficina,Venta,Girona,130,1061710,2007-03-11
María,2582,2006-07-16,Casa,Venta,Girona,101,889608,2007-01-13
María,2583,2006-07-17,Suelo,Alquiler,Barcelona,155,950615,2006-11-15
Luisa,2584,2006-07-17,Suelo,Alquiler,Barcelona,234,1016964,2007-03-18
María,2585,2006-07-17,Piso,Alquiler,Girona,244,1315648,2007-03-01
Luisa,2586,2006-07-18,Suelo,Alquiler,Lleida,252,1889748,2006-11-23
Jesús,2587,2006-07-18,Casa,Venta,Barcelona,229,1634373,2006-12-19
,2588,2006-07-18,Industrial,Venta,Barcelona,193,1559054,
,2589,2006-07-18,Industrial,Alquiler,Barcelona,132,949344,
Pedro,2590,2006-07-19,Suelo,Alquiler,Lleida,273,2682225,2007-02-04
Carmen,2591,2006-07-19,Suelo,Venta,Tarragona,213,1359579,2007-02-24
Carmen,2592,2006-07-19,Parking,Venta,Girona,150,1076250,2006-11-05
,2593,2006-07-19,Parking,Alquiler,Girona,147,891849,
María,2594,2006-07-20,Local,Venta,Lleida,265,1632930,2007-03-08
Joaquín,2595,2006-07-20,Oficina,Alquiler,Girona,170,1039380,2006-11-25
Jesús,2596,2006-07-21,Oficina,Venta,Barcelona,258,1700994,2006-10-23
Joaquín,2599,2006-07-22,Casa,Venta,Lleida,259,1626779,2007-05-01
Joaquín,2601,2006-07-22,Parking,Venta,Girona,200,1021000,2006-11-20
Luisa,2602,2006-07-23,Oficina,Alquiler,Lleida,157,1095860,2007-04-21
María,2604,2006-07-24,Oficina,Venta,Barcelona,112,670208,2007-02-25
Carmen,2605,2006-07-24,Piso,Alquiler,Lleida,163,1550456,2007-02-03
,2606,2006-07-24,Piso,Alquiler,Tarragona,293,1431891,
Jesús,2607,2006-07-25,Piso,Alquiler,Lleida,195,1899690,2006-11-18
María,2608,2006-07-25,Parking,Alquiler,Lleida,159,931104,2007-03-20
,2609,2006-07-26,Parking,Alquiler,Girona,123,714999,
María,2610,2006-07-27,Oficina,Venta,Barcelona,143,1365936,2007-03-13
,2611,2006-07-27,Parking,Alquiler,Tarragona,177,1064301,
,2613,2006-07-28,Casa,Venta,Barcelona,294,2618364,
,2614,2006-07-28,Parking,Venta,Tarragona,242,1844282,
Jesús,2615,2006-07-28,Casa,Alquiler,Barcelona,239,2199995,2007-03-04
Jesús,2616,2006-07-28,Parking,Alquiler,Lleida,282,1170300,2006-12-15
María,2617,2006-07-29,Suelo,Alquiler,Barcelona,117,610740,2007-04-06
Joaquín,2620,2006-07-31,Suelo,Alquiler,Lleida,102,688092,2007-01-21
Luisa,2621,2006-07-31,Suelo,Venta,Tarragona,194,1476534,2006-11-27
Jesús,2622,2006-07-31,Oficina,Alquiler,Lleida,291,2874207,2007-04-24
,2623,2006-07-31,Parking,Alquiler,Lleida,108,1002348,
